building_collapse,crash,earthquake,explosion,flood,haze,meteor,shoot,typhoon,wildfire
,"('later', 0.42235014038670343)","('vacilada', 0.5081345729631802)","('lamenta', 0.41021369342939756)","('adamson', 0.7713360832670404)",,,,"('memorize', 0.32930869542511015)","('expliquem', 0.42112539926356957)"
,"('leveil', 0.42222697132785053)","('levantamento', 0.5075034982515236)","('salvador', 0.41021369342939756)","('market', 0.7712760663957297)",,,,"('nobody', 0.32930869542511015)","('babaca', 0.4210752534235531)"
,"('validity', 0.42216580509101365)","('chiusura', 0.5074788802560751)","('highly', 0.4101756618731538)","('fellas', 0.7703245212486338)",,,,"('thinksmall', 0.32930869542511015)","('auction', 0.42097415499051954)"
,"('arrojan', 0.42216367518754994)","('ordinanza', 0.5074788802560751)","('shoe', 0.4101394439197919)","('boulderfloodcoflood', 0.7703079070465851)",,,,"('trashname', 0.32930869542511015)","('wnw', 0.4208964848084258)"
,"('caja', 0.42216367518754994)","('bonvi', 0.5074768468763811)","('lik', 0.40985387865402795)","('https', 0.7703079070465851)",,,,"('carve', 0.3289750500428638)","('bra', 0.4206994568288263)"
,"('negra', 0.42216367518754994)","('fumetti', 0.5074768468763811)","('berti', 0.40948995402752086)","('umuwi', 0.7701593731016071)",,,,"('changer', 0.3289750500428638)","('nepalnews', 0.4206994568288263)"
,"('fag', 0.42204358138481146)","('parken', 0.5074768468763811)","('intelligent', 0.4094831155994432)","('floodrelief', 0.770144554321136)",,,,"('imo', 0.3289750500428638)","('asap', 0.42060467709913246)"
,"('hel', 0.4219843428478954)","('visayaswillriseaga', 0.5073427371849077)","('monthrufri', 0.4094831155994432)","('ufficiale', 0.7699120050030374)",,,,"('pattern', 0.3289750500428638)","('helicopters', 0.4202824878140187)"
,"('asfa', 0.4218616592678547)","('survivor', 0.5072190222390228)","('realjournalism', 0.4094831155994432)","('bid', 0.7699100781590877)",,,,"('recurve', 0.3289750500428638)","('inspect', 0.41991112014448684)"
,"('enforce', 0.4218616592678547)","('woes', 0.5072190222390228)","('older', 0.40928738919720903)","('canvas', 0.7699100781590877)",,,,"('trough', 0.3289750500428638)","('saltash', 0.41991112014448684)"
,"('katiehopkins', 0.4218234451866981)","('daghanag', 0.5064812251530925)","('transit', 0.4091575438500617)","('print', 0.7699100781590877)",,,,"('absent', 0.32809921765370365)","('insider', 0.419906352699952)"
,"('rid', 0.4218234451866981)","('naguba', 0.5064812251530925)","('gauntlet', 0.4089859657801419)","('robe', 0.7698976809381012)",,,,"('ates', 0.32809921765370365)","('southe', 0.419906352699952)"
,"('dell', 0.42174786633514916)","('oyy', 0.5064812251530925)","('grief', 0.4088867408236223)","('ofc', 0.7698665020064422)",,,,"('mama', 0.32809921765370365)","('paperchaser', 0.41986444193258204)"
,"('iwork', 0.42174786633514916)","('prompt', 0.5063467678215114)","('taxpayers', 0.4088867408236223)","('mount', 0.76963325263638)",,,,"('workaholic', 0.32809921765370365)","('thisisoctober', 0.41986444193258204)"
,"('rodas', 0.42167803129324677)","('descartan', 0.5062892986646178)","('avion', 0.40871574014635803)","('dacon', 0.7694897315262604)",,,,"('facilityequipped', 0.327986877882237)","('thisiswhatwedo', 0.41986444193258204)"
,"('roger', 0.42167803129324677)","('rtvees', 0.5062710888098438)","('ubica', 0.40871574014635803)","('jeremy', 0.7694897315262604)",,,,"('israel', 0.327986877882237)","('traumafires', 0.41903732825402995)"
,"('photographie', 0.4214431720978908)","('twoway', 0.5059905316948207)","('afganistan', 0.40865372752239176)","('narra', 0.7694897315262604)",,,,"('tons', 0.327986877882237)","('coloradoriver', 0.41900624963450944)"
,"('habla', 0.4214236249761999)","('afeta', 0.5056159461691194)","('somalia', 0.40865372752239176)","('orlina', 0.7694897315262604)",,,,"('estrada', 0.3278668053763008)","('lovethisplace', 0.41900624963450944)"
,"('sufriendo', 0.4213850749745797)","('milh', 0.5056159461691194)","('destacada', 0.40858175324873336)","('harper', 0.7694036925115739)",,,,"('gustong', 0.3278668053763008)","('bigger', 0.41891993481511625)"
,"('closeknit', 0.42128866261745834)","('gustar', 0.5053697635006724)","('leerapido', 0.40858175324873336)","('kmh', 0.7692222598396794)",,,,"('karla', 0.3278668053763008)","('scaryshit', 0.41891993481511625)"
,"('bronxnyc', 0.42123823376772984)","('dolor', 0.5051072737538058)","('diferentes', 0.40841899288283273)","('prayforsardinia', 0.7691727544884454)",,,,"('kathniel', 0.3278668053763008)","('lnp', 0.4189107102837736)"
,"('derailedcrashed', 0.42123823376772984)","('tita', 0.5051072737538058)","('frazadasaguaenlatadoslecheguantes', 0.40841899288283273)","('drivers', 0.7691346124350952)",,,,"('maihatid', 0.3278668053763008)","('apps', 0.4188593288505118)"
,"('saturdays', 0.4212182053407233)","('emiliaveneto', 0.5049736682504425)","('tallasgasas', 0.40841899288283273)","('acque', 0.7690338956316592)",,,,"('personal', 0.3278668053763008)","('cocktails', 0.4188593288505118)"
,"('bend', 0.4211440800050475)","('sullasse', 0.5049736682504425)","('confidencial', 0.40836107833006535)","('alto', 0.7690338956316592)",,,,"('childrens', 0.3277027349904795)","('laundry', 0.4188593288505118)"
,"('sund', 0.4211300939350953)","('gosh', 0.5046104765206337)","('enfoque', 0.40836107833006535)","('kin', 0.7690112028475954)",,,,"('flashlights', 0.3277027349904795)","('medowie', 0.41884915501742365)"
,"('aware', 0.4210019605964972)","('bible', 0.5044027221676759)","('digna', 0.40830300427175575)","('graham', 0.7685659062550111)",,,,"('generator', 0.3277027349904795)","('believethehype', 0.41849676357196913)"
,"('departamento', 0.42098013326398115)","('rapture', 0.5044027221676759)","('pulitzer', 0.40830300427175575)","('inundation', 0.7684894018513557)",,,,"('primetime', 0.3277027349904795)","('orleans', 0.41849676357196913)"
,"('estadounidense', 0.42098013326398115)","('manejan', 0.5044009532509872)","('expose', 0.4079759368894153)","('slex', 0.768267512709065)",,,,"('amts', 0.32762897422633985)","('theturnupisreal', 0.41849676357196913)"
,"('ichbineinglaswegian', 0.42084088184800267)","('esami', 0.5043686129579722)","('threaten', 0.4079759368894153)","('diamond', 0.7681119668045437)",,,,"('countrymen', 0.32762897422633985)","('optus', 0.4184838380506277)"
,"('pure', 0.42084088184800267)","('orali', 0.5043686129579722)","('faster', 0.407903614567755)","('material', 0.7679947889896181)",,,,"('donatetype', 0.32762897422633985)","('balcony', 0.4184552860359426)"
,"('ltimahora', 0.42076073730324204)","('boorowa', 0.5043011710892866)","('eac', 0.40786114443631305)","('boss', 0.7675729893000459)",,,,"('valid', 0.32762897422633985)","('gil', 0.4184552860359426)"
,"('permanecen', 0.42076073730324204)","('nsw', 0.5043011710892866)","('irnos', 0.40785941782593893)","('liquor', 0.7675246105531301)",,,,"('bilis', 0.32756114824411126)","('infrared', 0.4184112410239186)"
,"('volcados', 0.42076073730324204)","('andres', 0.5039454367274963)","('lejos', 0.40785941782593893)","('netizens', 0.7674285631507407)",,,,"('galaw', 0.32756114824411126)","('byebye', 0.4183376033460772)"
,"('attorney', 0.4205492551041159)","('narcisosan', 0.5039454367274963)","('queremos', 0.40785941782593893)","('kentucky', 0.767271200978592)",,,,"('pakanluran', 0.32756114824411126)","('pleasegobyfast', 0.4183376033460772)"
,"('bahamas', 0.4205492551041159)","('reggae', 0.5036566034673978)","('rescatados', 0.40761401998109603)","('roughly', 0.7671456723320831)",,,,"('handle', 0.32740370266106295)","('drake', 0.4179443620706029)"
,"('canadas', 0.42047414111988896)","('agencia', 0.5036204656197308)","('sicoscodeina', 0.4074437711752031)","('bouncebackbundy', 0.7670957202495267)",,,,"('ingitt', 0.32723651810849014)","('boc', 0.4178892213299832)"
,"('ensure', 0.4203287225885722)","('quito', 0.5036099702367911)","('nitratet', 0.40735447943196446)","('scream', 0.7669840413892677)",,,,"('kapag', 0.32723651810849014)","('brazila', 0.41785134754701264)"
,"('dirt', 0.4197212319843828)","('habido', 0.5035800297022923)","('whitecapped', 0.40704734617839894)","('bungalow', 0.7669605831054285)",,,,"('linggo', 0.32723651810849014)","('elephant', 0.41771699886126545)"
,"('ofrecen', 0.4197055429548123)","('ampliar', 0.5035739214331825)","('dejando', 0.40672367732516296)","('quiet', 0.7669100220716882)",,,,"('pumasok', 0.32723651810849014)","('elephantsneverforget', 0.41771699886126545)"
,"('reyes', 0.4197055429548123)","('invierte', 0.5035739214331825)","('courthouse', 0.4066631050472618)","('smbyyc', 0.7668944422355433)",,,,"('sinlakas', 0.32723651810849014)","('expose', 0.41771699886126545)"
,"('extraordinaire', 0.4195552934001259)","('tigo', 0.5035739214331825)","('marshal', 0.4066631050472618)","('bin', 0.7664599695897525)",,,,"('bulao', 0.32713022629760324)","('jose', 0.4176227872944345)"
,"('ladore', 0.4195552934001259)","('okaykeep', 0.50348475218343)","('plus', 0.40658987031615423)","('bligh', 0.7663508233029774)",,,,"('subdivision', 0.32713022629760324)","('mercury', 0.4176227872944345)"
,"('roft', 0.4195105948314749)","('weapon', 0.5028727825021855)","('lgst', 0.4062331616201657)","('continua', 0.7663061173158348)",,,,"('westfield', 0.32713022629760324)","('louisville', 0.4173052621370334)"
,"('troll', 0.4195105948314749)","('asap', 0.5025354270071833)","('renewable', 0.4062331616201657)","('gamit', 0.7654329482133204)",,,,"('archive', 0.3270317845406999)","('psa', 0.41724227079081727)"
,"('weaponize', 0.4195105948314749)","('gener', 0.5025346043375123)","('sailer', 0.405948584305701)","('sport', 0.7653688176549046)",,,,"('shi', 0.3270317845406999)","('colch', 0.41720922108300057)"
,"('durivage', 0.4193291232572607)","('inundaciones', 0.5024658765925408)","('steve', 0.405948584305701)","('feb', 0.7651202178379171)",,,,"('tropi', 0.3270317845406999)","('comprada', 0.41720922108300057)"
,"('pleurent', 0.4193291232572607)","('lluvias', 0.5024658765925408)","('tsarnaevtodashev', 0.405948584305701)","('hapon', 0.7650616794459488)",,,,"('ahihihihihihihihi', 0.3267899636917566)","('loja', 0.41720922108300057)"
,"('simon', 0.4193291232572607)","('pakist', 0.5024658765925408)","('prendi', 0.40591161367697853)","('distribution', 0.7645846185817933)",,,,"('parody', 0.3267899636917566)","('usada', 0.41720922108300057)"
,"('tristerdi', 0.4193291232572607)","('blanco', 0.5024202850923147)","('counterterrorist', 0.40582456907654674)","('probably', 0.7638751824306023)",,,,"('poe', 0.3267899636917566)","('heartbroken', 0.41704600106295864)"
,"('conocieron', 0.419168855004686)","('foundoutontwitter', 0.5024201884498405)","('landmarks', 0.40582456907654674)","('degree', 0.7638461441176891)",,,,"('colabora', 0.3267669977857888)","('understatement', 0.41704600106295864)"
,"('appointments', 0.4191018103311501)","('suppose', 0.5024201884498405)","('patrol', 0.40582456907654674)","('kusa', 0.7638315865659284)",,,,"('emergencias', 0.3267669977857888)","('twitteiros', 0.41657061264258827)"
,"('resuspend', 0.41903601331728857)","('poderoso', 0.5022671968635377)","('crowd', 0.40570058756862437)","('self', 0.763443680900372)",,,,"('fondo', 0.3267669977857888)","('attempt', 0.4160658397312129)"
,"('distract', 0.418860484166111)","('coe', 0.5021451166506619)","('data', 0.40567707573910644)","('proclamato', 0.7632032684554783)",,,,"('trav', 0.3267669977857888)","('dehistoricise', 0.4160658397312129)"
,"('judge', 0.418860484166111)","('dellansa', 0.5019083651133438)","('someoneplease', 0.40567707573910644)","('standby', 0.763081068341668)",,,,"('brian', 0.3265815173033348)","('pain', 0.4160658397312129)"
,"('cada', 0.4186024376724318)","('lansia', 0.5019083651133438)","('nascar', 0.40546434404800985)","('strange', 0.7628388571954348)",,,,"('oconner', 0.3265815173033348)","('snap', 0.4159695306603012)"
,"('fallecido', 0.4186024376724318)","('socializzi', 0.5019083651133438)","('oficio', 0.4049699618410296)","('gesture', 0.762484605505243)",,,,"('walke', 0.3265815173033348)","('wing', 0.4159695306603012)"
,"('indemnizaci', 0.4186024376724318)","('fly', 0.50166032904195)","('opinadores', 0.4049699618410296)","('anzi', 0.7623839943313503)",,,,"('freecall', 0.3260863553403507)","('wingecarribeewollondilly', 0.41587152429295865)"
,"('recibir', 0.4186024376724318)","('moths', 0.50166032904195)","('salieron', 0.4049699618410296)","('crescent', 0.762214735442555)",,,,"('bado', 0.3254333271661894)","('pneumonia', 0.4158696139250524)"
,"('llegando', 0.4184952884007677)","('unable', 0.50166032904195)","('guess', 0.40487969468745666)","('dar', 0.7617434540331744)",,,,"('degradado', 0.3254333271661894)","('sintomas', 0.4158696139250524)"
,"('visita', 0.4184952884007677)","('epizentrum', 0.5015986378088665)","('ure', 0.40487969468745666)","('sis', 0.7612919918238475)",,,,"('fortalece', 0.3254333271661894)","('zealand', 0.4158530666143701)"
,"('album', 0.41847146270186797)","('idyllwild', 0.5014907069509889)","('assist', 0.40447417369982636)","('precautions', 0.760930915334368)",,,,"('fue', 0.3254333271661894)","('prope', 0.4157940421504954)"
,"('robin', 0.41847146270186797)","('murrieta', 0.5014907069509889)","('helpless', 0.40447417369982636)","('susceptible', 0.7608139567950634)",,,,"('podr', 0.3254333271661894)","('rebeldesaovivonor', 0.4154341724051831)"
,"('canadacbc', 0.4182917904067474)","('lesionados', 0.5012266546882254)","('predict', 0.404353840220872)","('nuorese', 0.7607179402841977)",,,,"('ser', 0.3254333271661894)","('bcers', 0.4152937430853911)"
,"('fabiosalamanca', 0.4178595187900521)","('navolato', 0.5012266546882254)","('sketch', 0.404353840220872)","('abortion', 0.7606887117418089)",,,,"('supertif', 0.3254333271661894)","('bout', 0.4152937430853911)"
,"('juzgue', 0.4178595187900521)","('tornado', 0.5012266546882254)","('ores', 0.4043412965916919)","('punch', 0.7604991455532109)",,,,"('volver', 0.3254333271661894)","('sympathies', 0.4152937430853911)"
,"('pidi', 0.4178595187900521)","('masskara', 0.501207403252964)","('perdimos', 0.4043412965916919)","('rat', 0.7601735645361145)",,,,"('bec', 0.325139194077347)","('wave', 0.4152634209926037)"
,"('propensity', 0.4178293100598226)","('tuloy', 0.501207403252964)","('grip', 0.40425157839545334)","('sud', 0.7600684343313402)",,,,"('isolate', 0.325139194077347)","('elementary', 0.4151486907700239)"
,"('basic', 0.4177983628802793)","('continuano', 0.501108660009288)","('homer', 0.40425157839545334)","('casino', 0.7599716666807894)",,,,"('miners', 0.32493965302445416)","('wyzant', 0.4151486907700239)"
,"('wclutha', 0.4176816177976561)","('chica', 0.5008839038061774)","('realitycheck', 0.40425157839545334)","('perfect', 0.7594262686065973)",,,,"('sma', 0.32493965302445416)","('provas', 0.4149725553816137)"
,"('access', 0.4176761199236949)","('multiple', 0.5008582356206417)","('certain', 0.40420516205203666)","('birdie', 0.759352467447499)",,,,"('hugo', 0.32478611205260477)","('sumir', 0.4149725553816137)"
,"('gain', 0.4176761199236949)","('comeonblues', 0.5007044055598256)","('rusos', 0.4041731091040882)","('pickup', 0.7592297285732437)",,,,"('minister', 0.32478611205260477)","('vira', 0.4149725553816137)"
,"('motel', 0.4176739798334905)","('pendiente', 0.5007044055598256)","('auxiliar', 0.4040773381960097)","('slide', 0.7591852685790137)",,,,"('process', 0.32478611205260477)","('definem', 0.4148198920563469)"
,"('quiet', 0.4176739798334905)","('guatemaltecosalrescate', 0.50060408747821)","('desd', 0.4040773381960097)","('ashore', 0.7590828856615551)",,,,"('speak', 0.32478611205260477)","('especialistas', 0.4148198920563469)"
,"('astorino', 0.4176694912273219)","('face', 0.5004495937071184)","('elautor', 0.4040773381960097)","('houseboats', 0.7590828856615551)",,,,"('swire', 0.32478611205260477)","('cigna', 0.4148113467703438)"
,"('westchester', 0.4176694912273219)","('maka', 0.500424102552469)","('texashell', 0.4037871396382349)","('luxury', 0.7590828856615551)",,,,"('clingy', 0.32456832944105624)","('marketwatch', 0.4148113467703438)"
,"('adiosintern', 0.4173764653654759)","('colla', 0.5003906892915776)","('alto', 0.4035905679591156)","('tcoswald', 0.7590828856615551)",,,,"('tama', 0.32456832944105624)","('atendia', 0.41475418436281186)"
,"('firecommunitymanager', 0.4173764653654759)","('crollare', 0.500229704805056)","('compromiso', 0.4035905679591156)","('whitsundays', 0.7590828856615551)",,,,"('highflood', 0.32433146251598544)","('annalise', 0.41463359582107645)"
,"('solicit', 0.4173764653654759)","('ejecutivo', 0.5001309831040613)","('levantamos', 0.4035905679591156)","('resort', 0.7589243291324399)",,,,"('rotonda', 0.32433146251598544)","('wilson', 0.41463359582107645)"
,"('driverless', 0.4170795060639616)","('offer', 0.5001309831040613)","('controlaron', 0.4033798716526871)","('kapag', 0.7578818135599892)",,,,"('tourist', 0.32433146251598544)","('geoblock', 0.4144681399986519)"
,"('enormous', 0.4170053604532734)","('utilize', 0.5001309831040613)","('pidamente', 0.4033798716526871)","('overwhelm', 0.7575043622089022)",,,,"('garcia', 0.32429764724826565)","('conservative', 0.4143644051212797)"
